user_id,age,subscription_plan,monthly_watch_time_mins,country,favorite_genre,last_login_date,customer_support_tickets
10117,29.0,Estandar,713.9,Brasil,Documental,2020-12-20,1
10118,13.0,Estandar,1066.3,Uruguay,Romance,2019-07-26,1
10119,43.0,Estandar,554.9,Peru,Documental,2020-10-07,1
10120,24.0,Basico,151.7,Chile,Accion,2024-04-18,0
10121,13.0,Estandar,656.4,Chile,Crimen,2024-01-17,0
10122,30.0,Estandar,709.2,Mexico,Thriller,2020-12-12,0
10123,26.0,Basico,966.6,Mexico,Crimen,2024-07-22,0
10124,30.0,Basico,399.5,Uruguay,Accion,2022-10-21,1
10125,21.0,Estandar,616.6,Peru,Drama,2024-07-18,1
10126,39.0,Basico,972.0,Uruguay,Drama,2022-06-24,2
10127,44.0,Estandar,837.7,Mexico,Thriller,2022-01-22,1
10128,19.0,Basico,638.7,Argentina,Drama,2020-06-17,1
10129,25.0,Estandar,640.4,Argentina,Thriller,2019-07-21,1
10130,35.0,Basico,911.5,Peru,Drama,2023-09-19,0
10131,17.0,Estandar,238.4,Colombia,Accion,2023-07-15,0
10132,33.0,Estandar,676.1,Chile,Drama,2019-01-08,1
10133,13.0,Basico,899.3,Colombia,Documental,2018-07-12,0
10134,37.0,Premium,1068.5,Chile,Comedia,1900-01-01,2
10135,30.0,Estandar,1177.8,Mexico,Romance,2019-09-19,1
10136,35.0,Basico,508.3,Argentina,Thriller,2025-01-14,0
10137,31.0,Estandar,730.1,Colombia,Documental,2019-10-18,2
10138,13.0,Basico,261.8,Chile,Romance,1900-01-01,2
10139,37.0,Estandar,1128.4,Argentina,Romance,2022-09-26,1
10140,28.0,Basico,898.3,Uruguay,Crimen,2024-09-08,0
10141,26.0,Premium,760.5,Mexico,Thriller,2018-09-18,2
10142,37.0,Estandar,862.3,Argentina,Comedia,2022-04-26,0
10143,37.0,Estandar,302.7,Peru,Drama,2022-04-13,0
10144,18.0,Basico,582.3,Mexico,Accion,2024-09-06,1
10145,14.0,Estandar,1026.6,Argentina,Accion,2023-04-02,1
10146,53.0,Estandar,1352.6,Peru,Comedia,2023-12-08,1
10147,38.0,Basico,0.0,Uruguay,Accion,2020-10-26,1
10148,16.0,Basico,735.9,Mexico,Thriller,2024-03-16,1
10149,22.0,Estandar,1692.4,Colombia,Accion,2018-02-17,1
10150,27.0,Estandar,889.0,Brasil,Documental,2025-08-18,0
10151,29.0,Basico,627.6,Argentina,Drama,2019-04-15,1
10152,15.0,Premium,1021.9,Brasil,Thriller,2025-08-24,1
10153,13.0,Basico,916.1,Mexico,Drama,2024-01-09,0
10154,33.0,Basico,748.6,Colombia,Documental,2020-12-28,2
10155,44.0,Basico,696.9,Argentina,Thriller,2025-03-10,0
10156,43.0,Basico,592.8,Brasil,Romance,2021-10-25,0
10157,33.0,Premium,1368.1,Peru,Documental,2019-04-02,0
10158,17.0,Basico,710.3,Chile,Documental,2021-04-17,1
10159,30.0,Basico,593.2,Argentina,Thriller,2022-11-16,1
10160,44.0,Estandar,940.6,Colombia,Comedia,2019-10-10,0
10161,34.0,Premium,1491.0,Mexico,Documental,2023-02-02,1
10162,27.0,Estandar,1301.0,Argentina,Thriller,2029-01-01,2
10163,52.0,Basico,382.7,Mexico,Crimen,2020-12-14,0
10164,21.0,Basico,213.7,Argentina,Drama,2023-08-13,1
10165,31.0,Basico,267.4,Mexico,Comedia,2020-01-02,1
10166,37.0,Premium,1166.1,Mexico,Accion,2023-09-11,1
10167,35.0,Estandar,1007.6,Brasil,Accion,2019-03-12,0
10168,27.0,Basico,358.3,Mexico,Accion,2025-01-05,2
10169,64.0,Estandar,1000.3,Mexico,Comedia,2021-05-07,1
10170,60.0,Estandar,636.9,Argentina,Drama,2025-03-02,2
10171,16.0,Estandar,620.9,Mexico,Sin especificar,2023-09-11,1
10172,40.0,Estandar,785.8,Chile,Thriller,2024-10-30,0
10173,44.0,Estandar,545.8,Colombia,Crimen,2020-03-25,0
10174,27.0,Premium,1221.6,Brasil,Accion,2019-09-19,2
10175,42.0,Basico,1140.9,Colombia,Documental,2022-03-12,1
10176,30.0,Basico,760.5,Brasil,Sin especificar,2019-10-24,1
10177,22.0,Premium,1340.2,Brasil,Comedia,2024-01-19,1
10178,36.0,Basico,501.2,Chile,Accion,2023-12-13,1
10179,41.0,Basico,0.0,Chile,Thriller,2018-01-03,0
10180,31.0,Basico,610.7,Peru,Comedia,2024-09-19,0
10181,29.0,Basico,904.4,Brasil,Crimen,2021-08-20,1
10182,39.0,Estandar,656.8,Colombia,Drama,2023-06-25,0
10183,58.0,Estandar,613.2,Uruguay,Romance,2018-03-21,0
10184,28.0,Premium,760.5,Mexico,Comedia,2019-04-04,0
10185,32.0,Premium,758.0,Mexico,Crimen,2022-01-26,2
10186,44.0,Estandar,691.7,Uruguay,Accion,2021-06-13,0
10187,13.0,Basico,368.7,Colombia,Romance,2020-09-07,1
10188,38.0,Estandar,1070.8,Uruguay,Documental,2018-08-26,1
10189,38.0,Estandar,996.2,Colombia,Comedia,2020-09-13,2
10190,48.0,Estandar,1007.2,Colombia,Romance,2024-05-12,0
10191,25.0,Basico,1126.3,Argentina,Thriller,2018-11-19,0
10192,14.0,Estandar,1030.7,Mexico,Crimen,2018-12-17,0
10193,57.0,Basico,426.8,Peru,Romance,2023-06-14,2
10194,33.0,Basico,820.7,Uruguay,Drama,2018-10-11,1
10195,16.0,Basico,521.3,Chile,Thriller,2023-12-22,0
10196,46.0,Basico,579.3,Brasil,Thriller,2019-05-31,0
10197,41.0,Premium,836.8,Chile,Romance,2019-06-10,2
10198,36.0,Estandar,1131.7,Peru,Drama,2025-05-26,2
10199,27.0,Premium,1498.5,Peru,Documental,2023-05-01,2
10200,58.0,Estandar,629.5,Chile,Accion,2024-03-01,0
10201,21.0,Estandar,680.6,Peru,Documental,2019-11-08,0
10202,40.0,Estandar,210.8,Uruguay,Comedia,2020-12-21,0
10203,29.0,Basico,98.2,Peru,Thriller,2023-12-02,0
10204,32.0,Premium,1310.9,Brasil,Thriller,2024-10-20,2
10205,45.0,Estandar,760.5,Chile,Crimen,2022-09-30,0
10206,52.0,Estandar,1375.0,Peru,Comedia,2020-05-17,1
10207,18.0,Estandar,354.4,Brasil,Romance,2024-01-18,0
10208,28.0,Estandar,1294.3,Chile,Thriller,2025-09-26,0
10209,13.0,Basico,671.1,Argentina,Accion,2020-04-03,0
10210,53.0,Estandar,760.5,Uruguay,Comedia,2025-12-30,0
10211,18.0,Basico,893.4,Mexico,Crimen,2021-06-30,0
10212,54.0,Basico,1042.0,Peru,Sin especificar,2022-06-23,0
10213,32.0,Basico,868.6,Brasil,Comedia,2025-07-14,1
10214,60.0,Premium,746.8,Argentina,Accion,2025-04-15,0
10215,30.0,Premium,1814.6,Uruguay,Thriller,2022-03-10,2
10216,30.0,Basico,405.7,Argentina,Romance,2022-11-30,0
10217,36.0,Estandar,563.7,Uruguay,Crimen,2023-10-21,1
10218,34.0,Basico,678.0,Mexico,Comedia,2023-01-24,0
10219,21.0,Basico,579.4,Uruguay,Comedia,2019-11-05,0
10220,37.0,Basico,341.8,Brasil,Romance,2020-10-12,0
10221,44.0,Premium,1308.6,Chile,Accion,2020-07-09,1
10222,36.0,Basico,886.2,Argentina,Accion,2018-09-20,3
10223,44.0,Basico,1130.9,Chile,Comedia,2021-10-16,1
10224,29.0,Basico,616.0,Mexico,Thriller,2018-03-28,3
10225,43.0,Basico,424.7,Colombia,Accion,2024-08-06,1
10226,50.0,Estandar,1357.6,Mexico,Thriller,2024-03-18,1
10227,13.0,Basico,1115.9,Mexico,Documental,2020-07-31,0
10228,49.0,Estandar,1073.3,Brasil,Comedia,2024-08-07,4
10229,35.0,Basico,172.0,Uruguay,Romance,2020-06-21,0
10230,53.0,Estandar,954.0,Mexico,Crimen,2018-01-30,1
10231,35.0,Basico,671.6,Uruguay,Crimen,2018-10-18,1
10232,38.0,Estandar,494.8,Colombia,Documental,2025-12-09,2
10233,37.0,Basico,396.6,Brasil,Thriller,2025-01-28,1
10234,27.0,Basico,714.3,Argentina,Comedia,2018-08-30,0
10235,32.0,Basico,804.8,Colombia,Drama,2020-07-26,0
10236,21.0,Basico,571.9,Colombia,Accion,2018-10-04,1
10237,40.0,Basico,921.4,Argentina,Crimen,2018-05-09,2
10238,23.0,Estandar,511.3,Uruguay,Thriller,2021-09-15,2
10239,31.0,Basico,189.2,Argentina,Documental,2018-10-18,1
10240,18.0,Basico,596.2,Mexico,Thriller,2023-10-07,0
10241,18.0,Estandar,1090.9,Argentina,Accion,2020-09-01,0
10242,42.0,Estandar,354.1,Chile,Accion,2021-02-14,0
10243,46.0,Estandar,760.5,Colombia,Sin especificar,2025-07-03,2
10244,47.0,Basico,1099.0,Argentina,Documental,2023-06-12,0
10245,21.0,Premium,760.5,Uruguay,Sin especificar,2020-05-27,0
10246,17.0,Estandar,1113.7,Mexico,Accion,2024-01-18,0
10247,17.0,Basico,489.5,Uruguay,Comedia,2019-06-26,0
10248,33.0,Basico,586.3,Colombia,Thriller,2024-05-27,0
10249,35.0,Estandar,970.9,Peru,Comedia,2024-06-18,0
10250,53.0,Basico,451.8,Uruguay,Thriller,2023-04-21,1
10251,24.0,Estandar,1102.6,Uruguay,Accion,2020-09-22,0
10252,39.0,Estandar,957.4,Uruguay,Accion,2023-04-22,0
10253,25.0,Basico,174.2,Chile,Documental,1900-01-01,0
10254,49.0,Basico,562.5,Chile,Thriller,2020-02-19,1
10255,38.0,Estandar,1298.7,Uruguay,Comedia,2019-01-22,1
10256,60.0,Estandar,1067.8,Chile,Accion,2019-02-02,1
10257,40.0,Basico,382.8,Mexico,Comedia,2025-05-23,0
10258,42.0,Estandar,888.5,Brasil,Accion,2022-11-01,0
10259,21.0,Premium,1246.6,Colombia,Crimen,2021-12-22,0
10260,24.0,Estandar,962.5,Uruguay,Drama,2022-10-01,0
10261,36.0,Premium,839.8,Uruguay,Comedia,2022-08-11,0
10262,34.0,Basico,476.2,Peru,Documental,2023-03-28,1
10263,33.0,Estandar,376.3,Peru,Romance,2018-08-10,1
10264,26.0,Estandar,753.2,Uruguay,Drama,2025-07-21,2
10265,15.0,Estandar,1142.0,Uruguay,Accion,2025-04-30,0
10266,17.0,Basico,478.1,Uruguay,Accion,1900-01-01,3
10267,27.0,Basico,0.0,Peru,Crimen,2019-02-08,1
10268,16.0,Basico,608.7,Chile,Crimen,2018-09-06,3
10269,35.0,Estandar,538.6,Uruguay,Romance,2022-07-08,0
10270,42.0,Premium,753.7,Brasil,Thriller,2021-10-21,1
10271,37.0,Premium,916.2,Chile,Thriller,2019-03-24,0
10272,37.0,Basico,496.6,Brasil,Thriller,2020-10-15,1
10273,37.0,Estandar,1105.8,Uruguay,Sin especificar,2020-02-24,1
10274,35.0,Estandar,1401.1,Brasil,Drama,2020-02-19,2
10275,13.0,Estandar,909.4,Uruguay,Documental,1900-01-01,3
10276,48.0,Premium,445.0,Chile,Accion,2023-01-12,0
10277,45.0,Estandar,861.2,Argentina,Drama,2019-07-29,0
10278,30.0,Estandar,769.7,Colombia,Drama,2022-09-25,1
10279,26.0,Premium,1446.9,Colombia,Crimen,2020-01-22,1
10280,40.0,Basico,893.2,Peru,Drama,2021-02-14,1
10281,21.0,Basico,0.0,Argentina,Comedia,2023-03-10,1
10282,31.0,Premium,1061.4,Brasil,Documental,2020-10-20,1
10283,29.0,Estandar,1025.8,Brasil,Crimen,2018-11-05,0
10284,18.0,Basico,624.9,Colombia,Accion,2022-12-21,2
10285,32.0,Estandar,822.5,Mexico,Comedia,2024-03-04,0
10286,48.0,Estandar,856.8,Mexico,Crimen,2019-02-06,1
10287,40.0,Estandar,286.6,Peru,Thriller,2018-07-27,2
10288,30.0,Basico,543.7,Brasil,Documental,2025-04-25,1
10289,49.0,Basico,414.7,Chile,Crimen,2024-01-24,2
10290,48.0,Estandar,654.9,Colombia,Comedia,2018-03-02,1
10291,24.0,Premium,1357.4,Argentina,Thriller,2019-01-18,0
10292,28.0,Premium,887.5,Brasil,Comedia,2020-08-26,0
10293,54.0,Premium,1022.1,Mexico,Comedia,2019-11-13,0
10294,54.0,Basico,309.7,Colombia,Accion,2022-07-23,0
10295,27.0,Estandar,760.5,Brasil,Comedia,2023-06-13,1
10296,53.0,Premium,1456.1,Peru,Thriller,2023-05-26,1
10297,47.0,Estandar,642.2,Peru,Thriller,2020-05-25,1
10298,28.0,Basico,266.5,Chile,Romance,2022-07-01,0
10299,52.0,Premium,1351.9,Uruguay,Accion,2018-08-29,1
10300,48.0,Basico,736.3,Colombia,Romance,2019-11-06,150
10301,56.0,Basico,1043.8,Brasil,Comedia,1900-01-01,0
10302,27.0,Estandar,1096.9,Brasil,Documental,2018-01-09,1
10303,46.0,Premium,1087.6,Brasil,Thriller,2022-05-19,1
10304,20.0,Basico,533.5,Peru,Romance,2020-12-22,1
10305,44.0,Basico,799.0,Uruguay,Thriller,2023-02-07,0
10306,43.0,Premium,760.5,Colombia,Thriller,2021-03-14,0
10307,44.0,Premium,928.3,Colombia,Romance,2022-09-29,1
10308,33.0,Basico,310.9,Uruguay,Comedia,2025-10-24,1
10309,13.0,Basico,832.9,Peru,Romance,2024-03-26,0
10310,33.0,Estandar,877.9,Peru,Crimen,2025-06-04,0
10311,15.0,Estandar,680.7,Chile,Crimen,2023-06-17,0
10312,20.0,Estandar,1031.5,Mexico,Documental,1900-01-01,2
10313,25.0,Premium,890.7,Peru,Drama,2020-02-17,1
10314,39.0,Basico,771.8,Colombia,Drama,2021-04-30,1
10315,21.0,Basico,0.0,Chile,Accion,2020-06-10,2
10316,55.0,Estandar,519.0,Peru,Accion,2018-08-28,1
10317,26.0,Basico,294.3,Peru,Thriller,2024-06-30,1
10318,37.0,Premium,1069.2,Uruguay,Accion,2024-01-30,0
10319,37.0,Estandar,839.8,Peru,Comedia,2018-09-07,0
10320,44.0,Estandar,825.1,Uruguay,Documental,2021-07-08,0
10321,46.0,Basico,711.7,Mexico,Crimen,2018-08-23,1
10322,13.0,Estandar,914.2,Uruguay,Crimen,2018-07-25,2
10323,34.0,Basico,822.9,Uruguay,Accion,2024-07-20,1
10324,33.0,Basico,420.8,Brasil,Thriller,2023-05-07,1
10325,23.0,Premium,760.5,Brasil,Romance,2023-08-22,0
10326,22.0,Premium,1525.6,Chile,Romance,2023-12-16,1
10327,26.0,Basico,638.7,Uruguay,Comedia,2019-10-07,0
10328,37.0,Basico,526.0,Argentina,Thriller,2018-08-21,1
10329,37.0,Basico,784.3,Chile,Accion,2023-09-12,1
10330,40.0,Premium,881.2,Colombia,Drama,2018-11-25,0
10331,29.0,Estandar,554.8,Chile,Documental,2020-02-01,1
10332,45.0,Estandar,711.9,Peru,Documental,2018-10-08,1
10333,19.0,Estandar,1230.1,Uruguay,Romance,2024-09-03,0
10334,29.0,Premium,1317.8,Peru,Romance,2018-10-06,0
10335,29.0,Basico,688.5,Brasil,Documental,2025-07-28,1
10336,38.0,Basico,620.4,Argentina,Documental,2020-08-21,0
10337,37.0,Premium,1388.9,Mexico,Romance,2022-07-12,0
10338,15.0,Basico,93.0,Brasil,Accion,2019-05-07,0
10339,27.0,Estandar,821.0,Chile,Accion,2024-05-22,0
10340,28.0,Premium,1390.2,Chile,Documental,2020-10-05,1
10341,44.0,Basico,381.4,Peru,Thriller,2024-06-29,0
10342,38.0,Basico,760.5,Colombia,Drama,2024-09-01,0
10343,13.0,Estandar,755.2,Mexico,Drama,2018-12-06,0
10344,45.0,Premium,760.5,Peru,Romance,2024-12-11,0
10345,42.0,Basico,342.2,Mexico,Sin especificar,2018-12-02,2
10346,22.0,Basico,626.3,Brasil,Drama,2022-09-14,3
10347,13.0,Basico,766.9,Uruguay,Accion,2025-05-16,2
10348,59.0,Estandar,493.8,Uruguay,Drama,2024-07-18,1
10349,22.0,Basico,559.7,Brasil,Documental,2024-05-04,2
10350,34.0,Estandar,1392.4,Colombia,Accion,2023-11-12,0
10351,28.0,Basico,0.0,Mexico,Thriller,2021-07-19,1
10352,61.0,Estandar,687.9,Brasil,Thriller,2020-12-04,0
10353,31.0,Basico,552.2,Colombia,Documental,2020-04-16,1
10354,13.0,Basico,88.8,Chile,Documental,2025-07-06,0
10355,43.0,Basico,363.8,Argentina,Crimen,2021-07-10,0
10356,46.0,Estandar,856.8,Mexico,Accion,2020-09-04,1
10357,25.0,Basico,65.6,Uruguay,Crimen,2020-12-23,1
10358,45.0,Premium,976.4,Chile,Crimen,2022-06-10,0
10359,28.0,Basico,597.0,Peru,Sin especificar,2019-06-21,1
10360,30.0,Estandar,564.8,Chile,Crimen,2025-07-14,0
10361,52.0,Basico,392.9,Chile,Sin especificar,2025-03-28,0
10362,36.0,Estandar,991.4,Chile,Documental,2021-05-13,1
10363,42.0,Estandar,924.6,Uruguay,Documental,2023-02-16,1
10364,20.0,Basico,584.7,Colombia,Thriller,2021-07-19,0
10365,66.0,Basico,394.6,Brasil,Accion,2018-10-25,1
10366,44.0,Premium,760.5,Colombia,Documental,2018-02-08,99
10367,19.0,Basico,844.1,Chile,Accion,2023-02-21,0
10368,40.0,Premium,1306.4,Peru,Drama,2024-12-19,0
10369,43.0,Basico,0.0,Argentina,Accion,1900-01-01,2
10370,30.0,Basico,161.4,Argentina,Drama,2019-02-14,1
10371,13.0,Basico,657.0,Peru,Romance,2018-10-28,2
10372,35.0,Premium,760.5,Uruguay,Accion,2024-01-12,1
10373,33.0,Basico,183.1,Mexico,Documental,2020-05-23,1
10374,20.0,Basico,434.2,Mexico,Crimen,2023-09-04,1
10375,32.0,Premium,1223.3,Uruguay,Comedia,2020-12-22,2
10376,32.0,Basico,693.3,Colombia,Thriller,2019-06-27,2
10377,27.0,Premium,933.5,Mexico,Comedia,1900-01-01,2
10378,58.0,Basico,577.3,Mexico,Romance,2018-10-09,-1
10379,37.0,Basico,435.5,Brasil,Drama,2020-09-27,1
10380,46.0,Estandar,647.0,Peru,Crimen,2022-02-22,0
10381,39.0,Premium,1393.4,Peru,Documental,2021-03-13,2
10382,29.0,Estandar,939.6,Uruguay,Drama,2019-10-09,2
10383,38.0,Estandar,840.6,Colombia,Romance,2022-11-30,0
10384,73.0,Estandar,451.8,Peru,Romance,2024-02-04,2
10385,40.0,Estandar,948.2,Uruguay,Documental,2025-11-21,1
10386,32.0,Premium,1594.9,Uruguay,Crimen,2021-05-24,0
10387,41.0,Estandar,0.0,Peru,Romance,2024-11-10,0
10388,57.0,Estandar,772.7,Colombia,Comedia,2025-05-02,0
10389,22.0,Premium,708.5,Mexico,Accion,2023-12-07,1
10390,27.0,Basico,824.1,Argentina,Thriller,2018-02-02,2
10391,43.0,Estandar,1091.4,Peru,Drama,2025-06-28,2
10392,24.0,Basico,542.3,Colombia,Romance,2024-03-21,0
10393,24.0,Premium,1051.5,Brasil,Comedia,2021-05-11,0
10394,25.0,Premium,1257.6,Uruguay,Accion,2025-06-10,0
10395,32.0,Basico,322.9,Uruguay,Comedia,2019-03-01,0
10396,43.0,Basico,488.0,Brasil,Romance,2019-07-05,0
10397,34.0,Estandar,857.4,Brasil,Documental,2020-12-19,1
10398,34.0,Basico,871.2,Chile,Thriller,2019-04-18,1
10399,20.0,Estandar,1100.3,Uruguay,Crimen,2019-03-15,1
10400,20.0,Estandar,870.9,Chile,Thriller,2024-03-16,1
10401,38.0,Basico,246.8,Uruguay,Drama,2019-09-29,0
10402,34.0,Basico,547.0,Colombia,Accion,2021-01-20,2
10403,39.0,Basico,494.4,Uruguay,Documental,2021-02-28,1
10404,46.0,Estandar,910.7,Chile,Romance,2024-10-13,1
10405,41.0,Estandar,795.7,Argentina,Comedia,2020-05-12,0
10406,42.0,Premium,1185.5,Peru,Comedia,2021-11-05,0
10407,40.0,Basico,434.8,Uruguay,Documental,2020-04-13,2
10408,36.0,Estandar,758.9,Chile,Drama,2025-09-16,0
